Category,Article,Author,Comment,Processed_Comment,Sentiment
صوت وصورة,سباق الحمير  ببني عمار زرهون,محمد,بادرة طيبة لتشجيع الشباب على الرياضة و لكن للآسف لم يحضر العامل و كبار المسؤولين لتسليم الميداليات و تتويج للفائزين,بادره طيبه لتشجيع الشباب الرياضه للاسف يحضر العامل كبار المسوولين لتسليم الميداليات تتويج للفايزين,neutral
صوت وصورة,سباق الحمير  ببني عمار زرهون,خالد,أحسن مخلوق يقوم بعمله بتفاني و إخلاص.,احسن مخلوق يقوم بعمله بتفاني اخلاص,positif
صوت وصورة,سباق الحمير  ببني عمار زرهون,amin sidi,سلام. والخيل والبغال والحمير لتركبوها وزينة . ص.الله العضيم,سلام والخيل والبغال والحمير لتركبوها وزينه صالله العضيم,neutral
صوت وصورة,سباق الحمير  ببني عمار زرهون,مصطفى,أخشى أن يتحول هذا السباق الى رهان…,اخشي ان يتحول السباق الي رهان,neutral
صوت وصورة,سباق الحمير  ببني عمار زرهون,habilbil,أحسنتم هذه مناسبة تثمن عاليا. المحافظة على البيئة وحماية الحيوان جميل جدا . ماشي فحال هذاك الوحش اللي اعتدى على الحمار.,احسنتم مناسبه تثمن عاليا المحافظه البييه وحمايه الحيوان جميل جدا ماشي فحال هذاك الوحش اللي اعتدي الحمار,positif
صوت وصورة,سباق الحمير  ببني عمار زرهون,mokrini,الحمار مخلوق وديع ، خدوم وصبور ، على ظهره بنى الانسان حضارات . ومن الواجب إكرامه وتكريمه عرفانا لما قدم ويقدم لصاحبه من خدمات جليلة .,الحمار مخلوق وديع خدوم وصبور ظهره بني الانسان حضارات ومن الواجب اكرامه وتكريمه عرفانا لما قدم ويقدم لصاحبه خدمات جليله,positif
صوت وصورة,سباق الحمير  ببني عمار زرهون,الأخوة الصادقة,الشكر و التحية لناس زرهون و لمسؤولي هذه المسابقة حقيقة قدمتم صورة جميلة و متحضرة عنكم عكس ما وقع في بعض جهات المغرب من تعذيب و تعدي على بعض الحيوانات .مرة أخرى شكرا لكم والشكر لكل من له حس الإنسانية و الرحمة و الإحترام في التعامل مع الحيوانات و البيئة بصفة عامة.,الشكر التحيه لناس زرهون لمسوولي المسابقه حقيقه قدمتم صوره جميله متحضره عنكم عكس وقع بعض جهات المغرب تعذيب تعدي بعض الحيوانات مره اخري شكرا لكم والشكر لكل له حس الانسانيه الرحمه الاحترام التعامل الحيوانات البييه بصفه عامه,positif
صوت وصورة,"عدلي .. ""الكان"" وليفركوزن",Brahim Oulkj 6,سوف سوف سوف سوف التسويف ثم التسويف وبعده لاشيء,سوف سوف سوف سوف التسويف ثم التسويف وبعده لاشيء,neutral
صوت وصورة,"عدلي .. ""الكان"" وليفركوزن",الترساني,عدلي الكان ليس هو عدلي ليفيركوزن.خفوت وتيه وانانية في الاول،وتألق ومجهود قوي في التاني.هذا ليس مشكلك وحدك،بل هو مشكل الجميع.نتمنى ايجاد حل لهذا المشكل العويص.,عدلي الكان ليس عدلي ليفيركوزنخفوت وتيه وانانيه الاولوتالق ومجهود قوي التانيهذا ليس مشكلك وحدكبل مشكل الجميعنتمني ايجاد حل لهذا المشكل العويص,negatif
صوت وصورة,"عدلي .. ""الكان"" وليفركوزن",فوزي,كنا قاب قوسين ان نفوز بالكاس الأفريقية لو سجلت فرصتين امام المرمى ضد جنوب افريقيا في ٱخر كاس إفريقية .انت وبعض اللاعبين تنتحرون مع انديتكم وعندما تأتون الى المنتخب تضهرون بمستوى ضعيف انا الكلام الفارغ فلم يعد له معنى امام الجمهور المغربي .,كنا قاب قوسين ان نفوز بالكاس الافريقيه لو سجلت فرصتين امام المرمي ضد جنوب افريقيا ٱخر كاس افريقيه انت وبعض اللاعبين تنتحرون انديتكم وعندما تاتون الي المنتخب تضهرون بمستوي ضعيف انا الكلام الفارغ فلم يعد له معني امام الجمهور المغربي,neutral
صوت وصورة,"عدلي .. ""الكان"" وليفركوزن",no way.,شخصيا، لست في حاجة إليه …عندي أولويات أهم من انتظار المستحيل.,شخصيا لست حاجه اليه عندي اولويات اهم انتظار المستحيل,neutral
صوت وصورة,"عدلي .. ""الكان"" وليفركوزن",camal camal,من لا ينفعك وقت الشدة لا خير فيه لو كنا نتعامل مع اي كان وفي اي ضمين اي كيفما كان شغله بالحزم لاصبحنا في ريادة العالم,ينفعك وقت الشده خير فيه لو كنا نتعامل اي وفي اي ضمين اي كيفما شغله بالحزم لاصبحنا رياده العالم,negatif
إنفوغرافيك,عدد أثرياء المغرب يرتفع بنسبة 35 بالمائة في 2024,خاليد علي,في ظل انعدام الشفافية وتفشي الريع وانعدام المسائلة والمحاسبة وغياب العدالة الاجتماعية والتهرب من اداء الرسوم والضرايب أو الاستفادة من الإجراءات الإعفاء كل هذه العوامل يجعل الإثراء محصور في بعض الفئات من المجتمع وتتوارثه عائلات محدد استفاد آباؤها من الريع والصفقات المشبوهة فاصل الثراء يكون غالبا من المال العام وثروات البلد في ظروف غياب المؤسسات والحق والقانون والقضاء !!,ظل انعدام الشفافيه وتفشي الريع وانعدام المسايله والمحاسبه وغياب العداله الاجتماعيه والتهرب اداء الرسوم والضرايب او الاستفاده الاجراءات الاعفاء العوامل يجعل الاثراء محصور بعض الفيات المجتمع وتتوارثه عايلات محدد استفاد اباوها الريع والصفقات المشبوهه فاصل الثراء يكون غالبا المال العام وثروات البلد ظروف غياب الموسسات والحق والقانون والقضاء,neutral
